ids,ATScore,OverallScore
3225,85,89.06
3226,92,93.89
3227,89,89.39
3228,89,78.25
3229,89,80.8
3230,97,86.08
3231,92,86.22
3232,54,64.69
3233,96,86.28
3234,85,83.7
3235,93,85.83
3236,89,77.57
3237,89,89.75
3238,89,85.34
3239,92,90.63
3240,85,84.24
3241,100,88.6
3242,93,95.05
3243,85,83.14
3244,82,86.21
3245,92,94.07
3246,74,58.58
3247,85,84.15
3248,89,81.92
3249,96,94.21
3250,96,94.79
3251,85,85.95
3252,96,86.35
3253,97,85.85
3254,96,94.1
3255,85,87.52
3256,89,88.56
3257,81,86.5
3258,82,82.24
3259,88,88.95
3260,93,91.85
3261,93,95.04
3262,96,97.16
3263,89,91.07
3264,89,90.78
3265,92,80.5
3266,89,85.6
3267,85,89.34
3268,89,92.22
3269,90,85.17
3270,89,85.79
3271,86,70.44
3272,96,76.61
3273,82,85.41
3274,89,87.93
3275,89,84.99
3276,92,88.84
3277,81,81.67
3278,81,83.64
3279,96,86.19
3280,85,86.03
3281,89,86.77
3282,74,76.82
3283,86,81.44
3284,100,84.21
3285,93,87.01
3286,89,86.96
3287,96,91.02
3288,89,89.23
3289,89,91.45
3290,96,92.76
3291,85,81.32
3292,96,71.57
3293,75,80.42
3294,82,28.15
3295,96,90.21
3296,96,82.4
3297,89,86.35
3298,85,87.69
3299,96,96.66
3300,92,88.16
3301,73,80.87
3302,86,86.34
3303,82,86.53
3304,89,82.79
3305,85,76.91
3306,96,81.74
3307,89,86.36
3308,69,75.95
3309,96,80.42
3310,81,80.66
3311,96,93.56
3312,92,87.76
3313,82,80.39
3314,92,88
3315,85,85.24
3316,92,75.98
3317,89,91.11
3318,73,80.28
3319,85,83.68
3320,85,82.98
3321,86,87.91
3322,92,82.07
3323,89,83.13
3324,86,84.52
3325,93,91.4
3326,96,86.13
3327,86,89.05
3328,93,90.21
3329,85,77.79
3330,92,93.32
3331,82,86.76
3332,89,86.86
3333,89,91.65
3334,88,88.49
3335,96,90.24
3336,81,84.51
3337,89,84.95
3338,97,91.73
3339,89,77.45
3340,92,91.68
3341,100,87.94
3342,93,92.9
3343,100,99.96
3344,86,88.42
3345,100,71.02
3346,92,87.33
3347,100,97.74
3348,85,82.91
3349,89,86.28
3350,88,89.29
3351,93,91.78
3352,100,92.39
3353,85,83.56
3354,96,94.4
3355,89,90.87
3356,89,86.29
3357,100,100
3358,85,89.2
3359,84,83.96
3360,86,88.66
3361,89,91.36
3362,89,85.26
3363,78,79.16
3364,93,91.87
3365,73,75.98
3366,96,96.85
3367,89,91.13
3368,89,91.99
3369,93,88.15
3370,81,80.02
3371,81,85.36
3372,89,86.47
3373,97,80.31
3374,81,85.07
3375,78,75.91
3376,89,91.56
3377,96,95.3
3378,89,86.95
3379,100,90.82
3380,88,81.07
3381,85,86.76
3382,100,94.06
3383,89,91.4
3384,97,97.27
3385,58,69.83
3386,81,84
3387,78,81.71
3388,89,85.91
3389,89,88.22
3390,89,75.47
3391,85,86.07
3392,85,87.17
3393,92,94.07
3394,82,85.41
3395,89,89.85
3396,96,95.65
3397,85,88.07
3398,89,90.4
3399,96,95.47
3400,100,85.24
3401,84,88.68
3402,93,80.07
3403,96,94.94
3404,85,83.89
3405,81,83.94
3406,81,84.85
3407,96,87.43
3408,93,80.97
3409,93,78.27
3410,80,84.41
3411,96,94.3
3412,82,84.11
3413,89,86.46
3414,89,86.27
3415,77,77.26
3416,81,84.25
3417,89,87.25
3418,96,76.64
3419,92,90.33
3420,85,88.01
3421,89,90.62
3422,89,92.16
3423,79,70.03
3424,89,91.78
3425,74,76.99
3426,85,81.74
3427,92,88.6
3428,92,89.6
3429,85,89.21
3430,85,77.84
3431,93,93.12
3432,85,89.24
3433,89,91.02
3434,85,81.99
3435,96,90.86
3436,89,88.83
3437,81,84.13
3438,89,90.63
3439,92,92.2
3440,92,91.35
3441,89,89.48
3442,93,93.27
3443,89,92.22
3444,74,78.84
3445,100,92.92
3446,89,87.8
3447,93,93.46
3448,96,87.36
3449,85,83.16
3450,94,95.75
3451,96,95.83
3452,96,91.32
3453,89,89.61
3454,89,87.05
3455,81,83.91
3456,89,88.54
3457,89,88.32
3458,89,80.23
3459,85,83.63
3460,65,69.74
3461,89,75.98
3462,85,89.39
3463,100,84.81
3464,92,84.39
3465,81,79.46
3466,100,94.69
3467,78,82.43
3468,77,80.43
3469,89,86.12
3470,85,80.89
3471,89,89.32
3472,79,27.74
3473,92,83.85
3474,89,85.91
3475,89,89.74
3476,92,88.58
3477,93,88.65
3478,82,83.39
3479,85,84.11
3480,85,89.08
3481,85,82.69
3482,89,80.68
3483,81,85.04
3484,81,86.24
3485,96,96.66
3486,93,89.62
3487,100,91.41
3488,92,92.24
3489,96,94.12
3490,89,82.42
3491,85,88.81
3492,92,90.64
3493,92,87.94
3494,62,72.77
3495,63,73.15
3496,89,91.72
3497,96,96.66
3498,74,73.67
3499,96,96.59
3500,89,88.75
3501,85,85.49
3502,89,88.17
3503,100,91.23
3504,81,83.64
3505,89,72.04
3506,92,90.04
3507,74,81.53
3508,85,87.39
3509,89,90.78
3510,89,90.43
3511,89,90.24
3512,96,87.95
3513,81,76.48
3514,100,91.39
3515,89,92.2
3516,89,84.6
3517,85,86.6
3518,93,93.09
3519,92,92.82
3520,100,96.46
3521,85,79.31
3522,89,85.25
3523,78,83.34
3524,89,81.97
3525,89,89.69
3526,85,88.33
3527,73,72.56
3528,85,76.94
3529,89,90.4
3530,89,85.63
3531,89,79.46
3532,96,84.6
3533,88,87.77
3534,96,81.31
3535,96,87.01
3536,97,89.77
3537,92,87.97
3538,89,83.11
3539,85,85.74
3540,85,79.59
3541,89,88.22
3542,85,74.68
3543,96,86.72
3544,54,66.95
3545,100,89.43
3546,88,90.28
3547,89,84.9
3548,85,84.47
3549,89,91.56
3550,50,61.92
3551,96,83.38
3552,96,87.3
3553,81,84.81
3554,90,90.11
3555,89,91.31
3556,96,88.04
3557,89,88.07
3558,43,58.58
3559,92,88.07
3560,86,84.68
3561,96,89.13
3562,92,87.21
3563,89,81.05
3564,89,89.39
3565,82,86.83
3566,89,82.2
3567,89,82.82
3568,81,71.28
3569,100,91.04
3570,85,85.13
3571,96,90.71
3572,96,82.1
3573,89,91.2
3574,93,89.88
3575,89,90.58
3576,89,91.11
3577,92,93.63
3578,84,76.67
3579,81,80.44
3580,81,81.33
3581,96,88.79
3582,89,81.74
3583,89,88.63
3584,77,76.17
3585,96,96.3
3586,100,92.92
3587,100,94.82
3588,96,90.07
3589,89,85.54
3590,97,96.72
3591,66,72.64
3592,89,84.98
3593,93,77.01
3594,89,88.61
3595,89,85.27
3596,89,83.05
3597,85,76.28
3598,89,88.97
3599,86,89.04
3600,92,93.52
3601,89,85.17
3602,96,91.67
3603,89,86.84
3604,89,88.22
3605,85,84.06
3606,89,90.87
3607,89,81.93
3608,92,90.96
3609,89,76.17
3610,89,84.91
3611,89,90.44
3612,93,89.86
3613,96,88.69
3614,92,94.34
3615,96,92.46
3616,93,90.41
3617,100,85.87
3618,100,84.72
3619,89,84.98
3620,89,80.68
3621,85,82.09
3622,96,83.74
3623,85,78.94
3624,85,78.13
3625,92,91.64
3626,81,68.65
3627,89,87.51
3628,93,91.33
3629,96,88.81
3630,89,81.91
3631,89,90.71
3632,85,83.4
3633,89,91.42
3634,92,88.17
3635,77,77.3
3636,96,77.19
3637,89,86.49
3638,97,87.93
3639,85,86.5
3640,85,86.9
3641,89,83.92
3642,89,91.18
3643,100,97.73
3644,89,82.37
3645,89,87.69
3646,92,89.47
3647,89,92.2
3648,96,95.63
3649,85,80.52
3650,89,82.88
3651,89,92.02
3652,89,82.49
3653,82,77.54
3654,92,72.88
3655,100,80.64
3656,92,93.32
3657,88,83.23
3658,89,79.98
3659,85,83.7
3660,88,88.82
3661,82,86.02
3662,93,93.52
3663,89,85.38
3664,97,72.87
3665,85,61.75
3666,96,96.6
3667,92,85.47
3668,93,91.08
3669,85,84.57
3670,81,86.1
3671,89,91.74
3672,96,87.56
3673,85,87.51
3674,78,83.17
3675,96,79.83
3676,96,90.68
3677,81,82.11
3678,89,86.96
3679,93,89.42
3680,89,79.65
3681,85,82.39
3682,86,83.37
3683,96,93.32
3684,63,56.01
3685,88,87.83
3686,89,85.02
3687,96,97.12
3688,77,72.74
3689,92,80.64
3690,89,90.56
3691,89,88.35
3692,90,88.31
3693,93,86.28
3694,89,88.59
3695,100,83.38
3696,92,90.94
3697,93,91.08
3698,85,85.24
3699,89,92.02
3700,89,83.85
3701,85,87.02
3702,100,93.28
3703,89,80.71
3704,88,88.21
3705,97,97.23
3706,93,90.59
3707,81,85.44
3708,85,86.16
3709,89,86.91
3710,82,84.5
3711,92,80.2
3712,81,83.43
3713,89,86.12
3714,73,80.03
3715,85,88.06
3716,85,83.63
3717,100,96.46
3718,97,90.13
3719,93,83.33
3720,89,86.73
3721,81,84.27
3722,89,91.15
3723,96,91.33
3724,77,82.93
3725,77,77.56
3726,100,77.71
3727,89,86.57
3728,93,87.52
3729,96,92.98
3730,89,86.46
3731,96,89.44
3732,96,91.69
3733,96,92.38
3734,96,95.26
3735,96,91.83
3736,96,76.67
3737,81,84.18
3738,89,88.59
3739,96,93.8
3740,92,87.6
3741,82,84.34
3742,89,86.38
3743,88,82.06
3744,100,98.16
3745,96,90.55
3746,96,85.05
3747,96,93.33
3748,100,86.51
3749,84,85.36
3750,90,84.44
3751,89,75.93
3752,93,92.74
3753,66,61.51
3754,89,84.45
3755,89,84.85
3756,78,83.27
3757,85,79.2
3758,93,93.63
3759,100,91.7
3760,89,81.44
3761,92,89.48
3762,93,88.29
3763,96,95.24
3764,100,85.3
3765,89,92.22
3766,85,78.57
3767,100,87.73
3768,82,81.08
3769,96,90.33
3770,96,96.29
3771,80,84.74
3772,96,93.32
3773,75,79.35
3774,84,81.86
3775,96,86.98
3776,96,82.2
3777,86,87.72
3778,92,87.97
3779,96,89.92
3780,85,87.25
3781,89,79.05
3782,89,89.34
3783,92,87.48
3784,77,72.01
3785,96,96.17
3786,92,85.07
3787,92,89.5
3788,89,89.87
3789,90,90.59
3790,85,82.94
3791,85,88.12
3792,81,84.05
3793,93,94.74
3794,100,90.31
3795,100,87.92
3796,100,94.15
3797,89,82.85
3798,89,86.84
3799,96,89.92
3800,85,88.89
3801,89,86.84
3802,93,92.03
3803,100,96.42
3804,77,81.91
3805,93,81.88
3806,96,80.36
3807,89,87.22
3808,89,89.52
3809,96,95.04
3810,96,93.97
3811,92,88.2
3812,88,91.05
3813,100,86.32
3814,88,90.3
3815,92,91.61
3816,89,92
3817,92,91.59
3818,80,82.62
3819,89,87.09
3820,82,85.61
3821,93,84.39
3822,96,88.96
3823,89,91.81
3824,70,78.58
3825,96,88.44
3826,89,85.82
3827,97,85.69
3828,100,94.27
3829,85,82.49
3830,92,84.63
3831,96,90.74
3832,96,91.24
3833,81,86.1
3834,85,78.96
3835,100,89.39
3836,96,88.28
3837,89,91.93
3838,93,91.36
3839,89,89.91
3840,93,93.89
3841,85,88.81
3842,89,78.49
3843,93,94.74
3844,89,88.53
3845,100,98.23
3846,96,29.23
3847,97,97.75
3848,100,94.08
3849,96,92.08
3850,93,93.91
3851,89,87.28
3852,85,85.46
3853,62,71.19
3854,96,93.81
3855,97,93.23
3856,89,81.78
3857,74,79.25
3858,100,92.92
3859,89,85.42
3860,89,71.04
3861,96,94.94
3862,96,92.43
3863,100,96.99
3864,96,88.5
3865,89,82.27
3866,85,79.67
3867,89,89.46
3868,86,86.81
3869,96,97.14
3870,96,96.66
3871,92,89.7
3872,82,87.27
3873,81,82.87
3874,89,78.14
3875,93,90.1
3876,85,82.54
3877,97,86.14
3878,96,88.8
3879,81,86.1
3880,85,88.29
3881,93,92.93
3882,96,93.4
3883,100,82.11
3884,100,89.39
3885,81,85.73
3886,89,90.66
3887,82,80.29
3888,93,85.56
3889,85,88.81
3890,81,85.36
3891,93,87.56
3892,81,86.44
3893,73,76.02
3894,89,88.91
3895,81,77.38
3896,100,96.38
3897,74,80.63
3898,89,83.58
3899,63,73.24
3900,70,77.75
3901,93,88.82
3902,96,93.11
3903,81,83.68
3904,81,83.67
3905,97,90.92
3906,93,87.68
3907,86,85.42
3908,89,91.68
3909,63,72.73
3910,85,88.48
3911,96,92.94
3912,96,82.28
3913,85,88.37
3914,82,86.42
3915,89,80.99
3916,89,74.86
3917,92,81.59
3918,100,92.83
3919,96,95.14
3920,96,81.86
3921,85,86.41
3922,85,88.09
3923,89,86.81
3924,89,85.27
3925,92,89.86
3926,96,91.13
3927,81,85.76
3928,89,87.37
3929,81,85.53
3930,85,79.58
3931,89,90.5
3932,89,92.16
3933,85,89.08
3934,89,92.17
3935,89,75
3936,81,85.03
3937,90,91.72
3938,92,92.24
3939,89,90.89
3940,74,75.02
3941,96,92.78
3942,100,97.77
3943,74,76.67
3944,96,93.93
3945,96,95.41
3946,85,89
3947,90,86.13
3948,88,82.22
3949,93,93.25
3950,89,88.17
3951,89,79.11
3952,65,69.83
3953,69,75.08
3954,100,89.4
3955,85,84.46
3956,85,87.25
3957,96,91.18
3958,100,97.44
3959,81,86.56
3960,100,91.96
3961,97,91.16
3962,96,93.06
3963,73,79.99
3964,77,83.73
3965,100,96.66
3966,85,80.82
3967,89,90.54
3968,89,89.06
3969,88,86.38
3970,89,90.63
3971,100,91.6
3972,97,88.32
3973,85,88.77
3974,100,91.85
3975,89,91.35
3976,92,94.07
3977,96,89.34
3978,100,98.23
3979,87,84.25
3980,89,89.99
3981,96,89.63
3982,85,77.82
3983,88,85.5
3984,85,86.08
3985,89,77.04
3986,89,83.85
3987,88,84.26
3988,89,87.84
3989,96,88.35
3990,89,86.84
3991,89,91.36
3992,89,90.69
3993,89,82.02
3994,88,84.29
3995,90,88.38
3996,88,73.27
3997,97,94.54
3998,100,91.45
3999,89,86.51
4000,89,91.98
4001,89,89.49
4002,96,95.34
4003,89,87.34
4004,96,90.05
4005,93,75.86
4006,89,92.21
4007,85,83.67
4008,96,95.47
4009,89,92.15
4010,92,89.47
4011,74,81.39
4012,85,88.81
4013,89,83.49
4014,73,78.32
4015,97,88.8
4016,100,99.77
4017,92,92.05
4018,85,76.88
4019,100,91.06
4020,93,91.28
4021,82,86.77
4022,89,86.44
4023,86,77.85
4024,92,93.51
4025,59,69.69
4026,96,84.04
4027,74,81.61
4028,93,84.17
4029,70,74.94
4030,96,82.04
4031,100,96.46
4032,100,99.37
4033,81,79.17
4034,96,90.79
4035,85,85.06
4036,63,72.89
4037,85,86.53
4038,92,87.26
4039,76,78.92
4040,85,86.1
4041,89,85.24
4042,96,83.77
4043,92,92.91
4044,100,92.34
4045,90,91.27
4046,86,89.77
4047,100,96.46
4048,92,91.8
4049,81,85.11
4050,93,92.74
4051,89,89.77
4052,97,92.65
4053,96,95.76
4054,85,89.08
4055,96,96.93
4056,92,82.44
4057,78,82.91
4058,92,87.09
4059,96,96.66
4060,100,100
4061,96,93.51
4062,85,86.22
4063,82,87.15
4064,92,87.79
4065,89,86.2
4066,89,82.14
4067,69,71.97
4068,85,82.71
4069,100,93.62
4070,100,95.43
4071,78,75.66
4072,92,91.07
4073,96,79.51
4074,100,97.92
4075,92,88.51
4076,92,92.09
4077,100,90.48
4078,85,87.53
4079,93,91.52
4080,100,95.04
4081,81,82.59
4082,89,83.13
4083,96,97.16
4084,96,83.84
4085,89,91.31
4086,66,67.93
4087,96,94.98
4088,100,94.18
4089,81,81.84
4090,93,87.38
4091,100,99.18
4092,100,83.05
4093,92,92.24
4094,100,92.26
4095,89,86.24
4096,89,81.58
4097,82,84.65
4098,94,91.71
4099,85,86.45
4100,97,86.78
4101,100,90.6
4102,96,97.17
4103,96,79.41
4104,96,84.11
4105,81,81.79
4106,96,93.92
4107,96,76.69
4108,89,87.32
4109,85,86.4
4110,100,92.92
4111,96,88.31
4112,82,84.5
4113,96,86.86
4114,93,90.82
4115,89,86.74
4116,85,88.69
4117,100,93.26
4118,90,92.52
4119,93,72.54
4120,78,67.71
4121,82,84.31
4122,100,97.1
4123,74,80.49
4124,100,92.34
4125,100,88.85
4126,92,91.66
4127,94,90.82
4128,70,26.17
4129,88,91.46
4130,93,91.36
4131,81,74.61
4132,89,81.15
4133,96,93.98
4134,96,88.53
4135,89,86.7
4136,96,96.96
4137,81,84.81
4138,100,83.58
4139,93,89.99
4140,85,88.77
4141,100,99.91
4142,100,95.96
4143,89,83.08
4144,85,87.83
4145,92,87.92
4146,89,88.71
4147,86,89.94
4148,81,80.35
4149,89,92.02
4150,92,92.04
4151,96,95.47
4152,89,87.17
4153,89,85.62
4154,85,84.87
4155,89,92.02
4156,96,90.76
4157,85,88.16
4158,100,97.66
4159,77,83.44
4160,78,81.7
4161,89,73.39
4162,86,86.72
4163,96,93.06
4164,85,88.81
4165,89,88.64
4166,97,89.56
4167,93,89.05
4168,78,83.44
4169,100,93.69
4170,100,86.45
4171,96,94.5
4172,93,86.82
4173,100,88.04
4174,100,96.74
4175,100,100
4176,93,93.6
4177,89,90.64
4178,90,77.23
4179,97,91.96
4180,96,93.97
4181,93,85.14
4182,78,82.13
4183,85,82.5
4184,77,80.68
4185,96,92.38
4186,93,91.02
4187,92,84.47
4188,96,96.59
4189,93,84.61
4190,89,85.78
4191,100,92.92
4192,71,78.37
4193,96,91.97
4194,85,84.24
4195,93,88.35
4196,92,75.36
4197,77,80.14
4198,89,89.28
4199,89,90.14
4200,92,93.32
4201,96,88.86
4202,85,87.67
4203,92,85.34
4204,77,83.03
4205,74,69.87
4206,97,93.37
4207,77,82.93
4208,89,91.39
4209,85,85.08
4210,86,80.37
4211,70,77.2
4212,92,84.39
4213,93,88.37
4214,89,91.18
4215,100,91.16
4216,96,85.09
4217,67,73.49
4218,96,92.44
4219,96,95.45
4220,100,90.1
4221,90,83.38
4222,96,95.79
4223,96,92.73
4224,85,87.25
4225,90,81.19
4226,100,85.06
4227,89,74.05
4228,86,75.23
4229,94,88.36
4230,90,91.74
4231,96,90.24
4232,85,82.65
4233,85,82.41
4234,93,90.86
4235,92,93.26
4236,89,80.15
4237,89,88.75
4238,89,89.48
4239,88,87.33
4240,97,90.35
4241,81,82.91
4242,96,88.79
4243,81,80.04
4244,93,86.67
4245,77,83.26
4246,89,89.76
4247,90,90.66
4248,58,57.74
4249,89,90.38
4250,93,94.62
4251,81,85.58
4252,93,86.23
4253,89,81.44
4254,70,74.01
4255,100,91.5
4256,93,85.92
4257,89,86.04
4258,89,90.66
4259,44,53.59
4260,89,88.78
4261,86,84.17
4262,89,86.2
4263,100,87.97
4264,100,94.69
4265,97,76.64
4266,90,87.19
4267,85,89.04
4268,89,88.47
4269,85,82.03
4270,89,80.84
4271,100,91.26
4272,96,91.91
4273,89,84.7
4274,89,81.15
4275,62,66.98
4276,97,91.93
4277,89,91.62
4278,85,84.75
4279,82,85.87
4280,85,82.83
4281,93,64.72
4282,97,88.59
4283,66,73.84
4284,66,74.38
4285,97,83.22
4286,82,87.16
4287,78,71.61
4288,86,88.32
4289,85,86.82
4290,89,91.5
4291,93,94.5
4292,89,87.26
4293,100,94.85
4294,92,90
4295,85,86.49
4296,89,91.77
4297,100,90.83
4298,96,87.49
4299,97,95.57
4300,96,77.19
4301,89,82.29
4302,81,77.79
4303,96,97.02
4304,100,75.77
4305,89,89.74
4306,74,70.36
4307,88,87.17
4308,85,89.39
4309,78,79.97
4310,93,89.72
4311,93,89.07
4312,85,89.39
4313,100,100
4314,100,97.27
4315,69,75.79
4316,100,95.27
4317,85,89.38
4318,90,91.16
4319,100,96.33
4320,96,94.74
4321,81,82.88
4322,89,90.27
4323,89,85.41
4324,100,92.3
4325,97,85.67
4326,100,95.34
4327,96,87.4
4328,89,90.87
4329,89,84.47
4330,84,84.05
4331,55,51.55
4332,96,85.76
4333,89,77.48
4334,78,80.34
4335,96,85.95
4336,100,94.49
4337,88,81.34
4338,93,90.31
4339,89,70.42
4340,89,76.32
4341,89,90.34
4342,93,95.02
4343,93,89.49
4344,89,77.73
4345,96,90.71
4346,96,89.01
4347,89,92.22
4348,100,97.44
4349,93,89.86
4350,89,90.83
4351,66,75.86
4352,96,91.46
4353,96,94.02
4354,89,84.18
4355,89,90.58
4356,96,81.37
4357,100,84.76
4358,85,87.34
4359,100,88.09
4360,92,86.31
4361,89,91.36
4362,100,93.36
4363,100,82.32
4364,100,98.63
4365,86,83.71
4366,96,95.84
4367,89,90.12
4368,85,88.18
4369,100,89.55
4370,81,83.32
4371,100,87.92
4372,78,80.06
4373,100,92.92
4374,85,85.36
4375,97,84.21
4376,97,90.25
4377,96,91.96
4378,100,94.35
4379,62,64.64
4380,89,85.26
4381,92,91.04
4382,93,90.43
4383,89,78.02
4384,66,66.73
4385,100,94.58
4386,96,91.05
4387,88,88.64
4388,74,79.6
4389,89,81.9
4390,85,87.88
4391,87,83.3
4392,66,71.58
4393,66,75.4
4394,89,87.68
4395,96,90.71
4396,96,89.13
4397,89,79.52
4398,81,73.87
4399,100,87
4400,100,91.97
4401,89,91.84
4402,89,85.81
4403,73,79.8
4404,85,86.47
4405,93,90.69
4406,24,45.87
4407,89,83.75
4408,100,94.27
4409,85,89.09
4410,85,88.23
4411,89,90.01
4412,89,89.3
4413,89,83.87
4414,89,82.63
4415,70,65.51
4416,89,80.51
4417,100,92.73
4418,100,89.32
4419,89,87.51
4420,81,82.75
4421,100,98.14
4422,92,87.92
4423,88,88.86
4424,89,85.86
4425,81,85.31
4426,93,94.18
4427,85,86.17
4428,85,82.1
4429,86,77.93
4430,85,85.31
4431,89,91.03
4432,85,84.57
4433,89,87.27
4434,89,86.2
4435,89,86.68
4436,82,87.01
4437,96,95.47
4438,93,91.42
4439,89,91.45
4440,85,89.24
4441,81,85.58
4442,89,85.85
4443,81,77.04
4444,93,82.58
4445,92,93.69
4446,100,93.92
4447,82,81.26
4448,85,85
4449,81,83.64
4450,89,82.55
4451,89,88.42
4452,85,77.63
4453,97,91.73
4454,92,87.69
4455,96,93.89
4456,100,83.05
4457,89,92.02
4458,93,89.62
4459,89,90.75
4460,89,90
4461,85,88.81
4462,96,80.9
4463,97,93.23
4464,85,86.81
4465,96,81.9
4466,77,81.11
4467,40,56.7
4468,89,86.22
4469,81,85.74
4470,69,76.56
4471,100,86.08
4472,100,97.63
4473,85,84.01
4474,100,98.23
4475,85,84.09
4476,96,84.86
4477,89,88.35
4478,92,86.29
4479,92,83.99
4480,97,85.33
4481,89,86.84
4482,100,89.39
4483,81,77.46
4484,97,95.12
4485,100,93.62
4486,77,83.52
4487,81,84.78
4488,89,87.84
4489,89,88.71
4490,96,91.21
4491,89,83.86
4492,89,89.48
4493,96,95.47
4494,100,93.77
4495,100,91.76
4496,96,90.26
4497,96,93.37
4498,100,89.95
4499,59,68.79
4500,89,81.47
4501,93,88.6
4502,89,91.86
4503,89,89.48
4504,78,83.75
4505,86,88.37
4506,77,78.58
4507,81,86.4
4508,93,77.37
4509,77,79.17
4510,82,83.7
4511,81,80.71
4512,85,86.39
4513,85,87.33
4514,85,85.65
4515,44,55.16
4516,85,86.19
4517,96,97.05
4518,100,89.02
4519,85,83.7
4520,96,94.13
4521,89,84.46
4522,85,86.49
4523,85,79.33
4524,85,77.74
4525,78,80.19
4526,81,81.77
4527,90,90
4528,93,89.73
4529,78,79.56
4530,96,93.98
4531,89,91.53
4532,89,84.59
4533,66,58.97
4534,89,85.28
4535,89,88.9
4536,89,79.46
4537,93,92.74
4538,93,92.88
4539,93,94.49
4540,89,76.28
4541,92,94.21
4542,81,53.8
4543,93,94.67
4544,93,93.91
4545,69,70.69
4546,89,90.23
4547,100,91.22
4548,100,85.22
4549,85,85.1
4550,92,93.88
4551,89,89.96
4552,85,87.22
4553,89,88.28
4554,96,96.93
4555,77,80.58
4556,81,86.56
4557,92,82.03
4558,81,83.72
4559,89,90.3
4560,89,90.13
4561,85,89.24
4562,85,88.97
4563,85,86.51
4564,89,84.28
4565,90,91.79
4566,96,92.91
4567,89,91.7
4568,89,78.31
4569,92,90.9
4570,70,76.7
4571,93,86.54
4572,89,91.31
4573,81,79.21
4574,92,91.16
4575,93,89.38
4576,97,95.46
4577,75,81.72
4578,85,86.19
4579,77,82.54
4580,67,75.49
4581,92,69.83
4582,92,81.67
4583,89,83.79
4584,96,89.79
4585,78,84.44
4586,100,96.53
4587,96,92.38
4588,100,92.62
4589,100,90.15
4590,69,71.69
4591,77,75.8
4592,84,78.64
4593,89,83.51
4594,74,79.84
4595,85,80.71
4596,81,86.42
4597,96,93.04
4598,89,70.76
4599,89,88.47
4600,89,89.15
4601,67,74.66
4602,85,89.24
4603,81,83.36
4604,85,81.48
4605,89,89.81
4606,100,95.63
4607,89,92.22
4608,81,85.61
4609,96,92.23
4610,81,83.63
4611,81,86.53
4612,73,78.15
4613,92,89.02
4614,89,91.95
4615,89,81.81
4616,85,78.49
4617,82,85.07
4618,86,87.25
4619,89,91.97
4620,96,97
4621,86,81.82
4622,89,83.7
4623,89,81.2
4624,74,81.04
4625,70,77.9
4626,73,79.03
4627,81,83.83
4628,92,94.34
4629,82,87.27
4630,89,84.05
4631,89,84.89
4632,85,81.9
4633,96,93.03
4634,100,83.02
4635,93,83.47
4636,77,27.44
4637,89,91.58
4638,97,87.64
4639,96,93.98
4640,100,98.45
4641,63,72.38
4642,96,96.66
4643,77,81.28
4644,85,83.39
4645,100,78.24
4646,96,94.69
4647,89,85.59
4648,85,85.95
4649,85,87.85
4650,89,89.96
4651,89,89.76
4652,96,93.1
4653,100,92.09
4654,89,91.07
4655,90,89.22
4656,97,89.99
4657,85,83.51
4658,96,91.95
4659,96,91.6
4660,85,86.12
4661,74,81.14
4662,78,83.15
4663,89,83.64
4664,89,85.07
4665,89,85.49
4666,89,83.72
4667,89,74.21
4668,82,85.66
4669,81,84.77
4670,85,85.11
4671,77,81.28
4672,92,84.8
4673,78,79.77
4674,96,90.43
4675,88,83.33
4676,81,86.03
4677,81,83.26
4678,82,74.58
4679,89,90.84
4680,89,90.44
4681,96,80.65
4682,85,79.6
4683,93,90.25
4684,96,82.16
4685,100,98.23
4686,96,90.11
4687,96,96.66
4688,96,86.34
4689,85,89.39
4690,92,93.32
4691,85,88.06
4692,89,89.49
4693,81,82.59
4694,89,91.89
4695,100,100
4696,100,86.63
4697,89,91.3
4698,40,17.53
4699,100,95.38
4700,93,88.05
4701,77,76.74
4702,77,82.22
4703,62,70.29
4704,89,90.87
4705,85,83.72
4706,82,86.76
4707,97,86.92
4708,96,83.29
4709,96,94.54
4710,82,83.9
4711,85,84.34
4712,89,81.98
4713,75,73.72
4714,93,89.86
4715,100,87.62
4716,100,98.23
4717,92,90.99
4718,67,59.69
4719,89,88.23
4720,93,91.02
4721,93,87.08
4722,89,88.9
4723,96,90.27
4724,93,93.48
4725,82,86.54
4726,89,90.91
4727,89,88.45
4728,81,81.4
4729,73,80.9
4730,96,76.27
4731,93,90.57
4732,100,95.09
4733,96,94.78
4734,100,92.67
4735,93,84.83
4736,81,83.29
4737,100,87.73
4738,100,89.5
4739,100,89.37
4740,100,98.23
4741,81,82.24
4742,96,92.74
4743,85,89.39
4744,100,84.09
4745,71,69.2
4746,82,85.43
4747,92,82.79
4748,100,95.1
4749,73,80.09
4750,89,83.51
4751,89,90.46
4752,96,93.04
4753,85,78.92
4754,89,87.27
4755,70,72.4
4756,100,95
4757,81,77.68
4758,84,79.82
4759,93,84.51
4760,96,95.47
4761,81,83.99
4762,85,81.47
4763,85,85.91
4764,89,90.63
4765,81,86.54
4766,85,86.93
4767,96,95.79
4768,96,93.71
4769,88,77.82
4770,81,75.61
4771,89,76.82
4772,89,91.06
4773,93,94.91
4774,85,86.87
4775,89,88.95
4776,77,80.47
4777,96,93.19
4778,100,94.9
4779,89,74.05
4780,85,85.41
4781,100,83.46
