ids,RatingID,erkey,AccountabilityID,RatingYear,BaseYear,RatingInterval,CN_Priority,Creation_Date,date_calculated,publish_date,exclude,ExcludeFromLists,previousratingid,DataEntryAnalyst,Rpt_Comp_Date,Rpt_Comp_Emp,Reader2_Date,EmployeeID,Rpt_Ap_Date,Rpt_Ap_Emp,Rpt_Ver_Date,Incomplete,BoardList_Status,StaffList_Status,AuditedFinancial_status,Form990_status,Privacy_Status,StatusID,DonorAdvisoryDate,DonorAdvisoryText,IRSControlID,ResultsID,DonorAdvisoryCategoryID,RatingTableID,CauseID,CNVersion,Tax_Year,CEO_Salary,Direct_Support,Indirect_Support,Govt_Grants,Total_Contributions,ProgSvcRev,MemDues,PrimaryRev,Other_Revenue,Total_Revenue,Excess_Deficit,Int_Expense,Depreciation,Total_Expenses,Total_Func_Exp,Program_Expenses,Administration_Expenses,Fundraising_Expenses,Pymt_Affiliates,Total_Assets,Total_Liabilities,Total_Net_Assets,Assets_45,Assets_46,Assets_47c,Assets_48c,Assets_49,Assets_54,Liability_60
5172,111565,er-31581,63083,2015,2012,3,0,42431.8225578704,42498.9087037037,42522,0,0,91574,74,42493.4475694444,NaN,NaN,74,42494.6677430556,51,42494.6677430556,NaN,1,1,1,0,0,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2015,163846,NaN,NaN,1058346,16109737,416762,0,16526499,342070,16868569,11934208,NaN,NaN,4934361,4934361,3801756,621961,510644,0,29410697,184425,29226272,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5173,109583,er-30674,71762,2015,2012,3,0,42498.8952083333,42498.8952083333,42522,0,0,99464,58,42402.5084027778,NaN,NaN,58,42405.6075462963,56,42405.6075462963,NaN,1,1,0,1,1,NaN,NaN,NaN,60,NaN,NaN,2,2,2.1,2015,106756,NaN,NaN,0,821067,1360396,0,2181463,892296,3073759,33342,NaN,NaN,3040417,3040417,2672676,139022,228719,0,4435927,186543,4249384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5174,109585,er-30677,71764,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,99466,69,42401.5386111111,NaN,NaN,69,42403.4919444444,56,42403.4919444444,NaN,1,1,0,0,1,NaN,NaN,NaN,60,NaN,NaN,2,2,2.1,2014,136138,NaN,NaN,0,1558155,1255323,0,2813478,88841,2902319,-458474,NaN,NaN,3360793,3360793,2767190,336957,256646,0,7725124,994072,6731052,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5175,111566,er-32461,52337,2015,2012,3,0,42010.4522222222,42498.9087037037,42522,0,0,NaN,73,42480.6430902778,NaN,NaN,73,42480.668125,70,42480.668125,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2015,103620,NaN,NaN,0,1600813,0,167744,1600813,1230044,2830857,581011,NaN,NaN,2249846,2249846,1910749,298303,40794,0,6823664,315046,6508618,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5176,111567,er-31288,64691,2014,2011,3,0,42471.4116666667,42620.4138194444,42522,0,0,100758,NaN,42471.4119097222,NaN,NaN,51,42471.4265625,56,42471.4265625,NaN,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2.1,2014,91346,NaN,NaN,0,1362123,356914,0,1719037,459971,2179008,491558,NaN,NaN,1687450,1687450,1486600,145646,55204,0,2373325,109649,2263676,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5177,111226,er-31633,63105,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,91614,73,42453.4139583333,NaN,NaN,73,42468.5813657407,51,42468.5813657407,NaN,0,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2014,209772,NaN,NaN,1178508,6092402,438759,0,6531161,-91599,6439562,-645294,NaN,NaN,7084856,7084856,5414379,878770,791707,0,13405118,1157741,12247377,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5178,111227,er-31106,64014,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,88127,74,42474.405,NaN,NaN,74,42486.4122106481,51,42486.4122106481,NaN,1,1,0,0,0,NaN,NaN,NaN,62,NaN,NaN,16,16,2.1,2014,230059,NaN,NaN,0,3627011,5002031,0,8629042,1990177,10619219,33837,NaN,NaN,10585382,10585382,9051499,290853,1243030,78229,22722310,1914573,20807737,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5179,110549,er-32349,63400,2015,2012,3,0,42431.8225578704,42498.9087037037,42522,0,0,93127,74,42494.7086921296,NaN,NaN,74,42496.6586689815,48,42496.6586689815,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,3,2.1,2015,111190,NaN,NaN,0,643468,559898,171972,1203366,12996,1216362,-5369,NaN,NaN,1221731,1221731,810639,249599,161493,0,2185984,57490,2128494,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5180,110550,er-30272,63682,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,90594,74,42472.714537037,NaN,NaN,74,42473.4191550926,56,42473.4191550926,NaN,1,1,1,1,1,NaN,NaN,NaN,62,NaN,NaN,22,22,2.1,2014,208748,NaN,NaN,0,32765766,594998,0,33360764,11364333,44725097,17738624,NaN,NaN,26986473,26986473,23221191,2749670,1015612,0,403278326,65898181,337380145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5181,109853,er-31722,72032,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,99803,NaN,42221.4790162037,NaN,NaN,67,42416.3464351852,51,42416.3464351852,NaN,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,16,16,2.1,2014,270499,NaN,NaN,77535,2276822,2980728,0,5257550,13970875,19228425,1540685,NaN,NaN,17687740,17687740,14904770,1593597,1189373,0,22564726,2251006,20313720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5182,109855,er-32107,72034,2015,2012,3,0,42498.8952083333,42498.8952083333,42522,0,0,99805,NaN,42380.5106134259,NaN,NaN,69,42416.3717939815,51,42416.3717939815,NaN,1,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,16,16,2.1,2015,132719,NaN,NaN,163137,2625647,257875,620,2883522,-1588,2881934,156316,NaN,NaN,2725618,2725618,2193168,399326,133124,0,729805,267446,462359,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5183,110923,er-30320,62513,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,90641,74,42453.6729282407,NaN,NaN,74,42471.7051967593,51,42471.7051967593,NaN,1,0,0,0,1,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2014,88764,NaN,NaN,0,2055541,136006,0,2191547,723227,2914774,-63294,NaN,NaN,2978068,2978068,2017012,671991,289065,0,16052289,79595,15972694,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5184,110930,er-31522,63058,2015,2012,3,1,42431.8225578704,42498.9087037037,42522,0,0,91529,74,42485.4531712963,NaN,NaN,74,42486.4951736111,58,42486.4951736111,NaN,1,1,0,0,1,NaN,NaN,NaN,61,NaN,NaN,29,29,2.1,2015,97250,NaN,NaN,1933415,3478806,862061,0,4340867,50236,4391103,60750,NaN,NaN,4330353,4330353,3408686,623140,298527,0,4592671,518474,4074197,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5185,110201,er-31126,72380,2014,2010,4,0,42498.8952083333,42498.8952083333,42522,0,0,100687,73,42446.6769212963,NaN,NaN,73,42452.6481134259,48,42452.6481134259,NaN,1,1,0,0,2,NaN,NaN,NaN,61,NaN,NaN,4,4,2.1,2014,118475,NaN,NaN,115000,2706061,381997,0,3088058,51162,3139220,791486,NaN,NaN,2347734,2347734,1868103,346655,132976,0,3125808,165033,2960775,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5186,110204,er-31141,72383,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,100692,67,42433.4838425926,NaN,NaN,67,42457.6510300926,48,42457.6510300926,NaN,1,1,0,0,2,NaN,NaN,NaN,61,NaN,NaN,4,4,2.1,2014,153559,NaN,NaN,0,2659442,2575274,0,5234716,1148454,6383170,1009561,NaN,NaN,5373609,5373609,3990027,855517,528065,0,21987039,461612,21525427,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5187,111228,er-30361,63728,2014,2011,3,,42454.644525463,42517.5028819444,42522,0,0,99745,74,42474.6780208333,NaN,NaN,74,42479.4438773148,56,42479.4438773148,NaN,1,1,1,1,1,NaN,NaN,NaN,62,NaN,NaN,2,2,2.1,2014,123809,NaN,NaN,0,5184594,813621,0,5998215,581520,6579735,1293451,NaN,NaN,5286284,5286284,4168897,429103,688284,0,16916197,411055,16505142,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5188,111229,er-30182,62445,2015,2012,3,0,42431.8225578704,42577.5922800926,42583,0,0,109862,73,42495.6052893518,NaN,NaN,73,42577.5924074074,56,42577.5924074074,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,NaN,2.1,2015,414493,NaN,NaN,245091,24305821,1245369,3501618,25551190,18546393,44097583,4712657,NaN,NaN,39384926,39384926,29925419,6011914,3447593,0,686555643,193030824,493524819,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5189,110931,er-32122,64458,2015,2012,3,,42454.644525463,42578.6941435185,42522,0,0,92247,73,42495.7031828704,NaN,NaN,73,42499.6132523148,48,42499.6132523148,NaN,1,1,0,0,0,NaN,NaN,NaN,62,NaN,NaN,4,4,2.1,2015,96000,NaN,NaN,24000,715097,367533,0,1082630,322934,1405564,51305,NaN,NaN,1354259,1354259,871708,189102,293449,0,400326,151780,248546,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5190,110932,er-30111,63609,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,90469,74,42466.3987962963,NaN,NaN,74,42466.4108564815,56,42466.4108564815,NaN,1,1,1,0,0,NaN,NaN,NaN,62,NaN,NaN,2,2,2.1,2014,301876,NaN,NaN,0,3140103,3879927,0,7020030,1389650,8409680,-109647,NaN,NaN,8519327,8519327,6199626,905719,1413982,0,26038520,835797,25202723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5191,111572,er-31373,64124,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,88566,73,42466.6557523148,NaN,NaN,73,42479.460775463,58,42479.460775463,NaN,1,1,0,0,0,NaN,NaN,NaN,62,NaN,NaN,29,29,2.1,2014,96621,NaN,NaN,0,2155173,0,0,2155173,166452,2321625,434080,NaN,NaN,1887545,1887545,1508320,118144,261081,0,5427206,89823,5337383,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5192,111573,er-30418,62559,2015,2012,3,0,42431.8225578704,42498.9087037037,42522,0,0,96548,73,42485.6461805556,NaN,NaN,73,42486.3890509259,56,42486.3890509259,NaN,1,1,1,1,1,NaN,NaN,NaN,61,NaN,NaN,2,2,2.1,2015,247868,NaN,NaN,0,6690995,744953,0,7435948,707415,8143363,2296148,NaN,NaN,5847215,5847215,5036731,430124,380360,0,32330085,470354,31859731,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5193,109586,er-30680,71765,2015,2012,3,0,42498.8952083333,42498.8952083333,42522,0,0,99467,48,42403.6771296296,NaN,NaN,48,42405.6504861111,56,42405.6504861111,NaN,1,1,0,0,1,NaN,NaN,NaN,60,NaN,NaN,2,2,2.1,2015,0,NaN,NaN,0,1199325,142996,0,1342321,13913,1356234,222626,NaN,NaN,1133608,1133608,1009310,54083,70215,0,2545965,12286,2533679,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5194,109587,er-30681,71766,2015,2012,3,0,42498.8952083333,42516.6678703704,42522,0,0,99468,58,42402.5188310185,NaN,NaN,58,42405.6143865741,56,42405.6143865741,NaN,1,1,1,1,1,NaN,NaN,NaN,60,NaN,NaN,2,2,2.1,2015,95905,NaN,NaN,0,2514098,13896,0,2527994,101079,2629073,1048380,NaN,NaN,1580693,1580693,1161178,130714,288801,0,4995819,495829,4499990,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5195,111576,er-32462,52341,2014,2011,3,0,42010.4522222222,42498.9087037037,42522,0,0,NaN,74,42480.6700462963,NaN,NaN,74,42489.63125,70,42489.63125,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2014,NaN,NaN,NaN,0,938049,221098,0,1159147,194147,1353294,54542,NaN,NaN,1298752,1298752,1117011,121456,60285,0,544243,95357,448886,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5196,111588,er-32463,52347,2015,2012,3,0,42010.4522222222,42502.6906828704,42522,0,0,NaN,74,42480.7151388889,NaN,NaN,74,42492.4228240741,70,42492.4228240741,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2015,100000,NaN,NaN,1051111,2316652,642369,0,2959021,204166,3163187,762239,NaN,NaN,2400948,2400948,1840902,297371,262675,0,7488270,5902328,1585942,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5197,109860,er-31630,72039,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,99810,NaN,42360.3936689815,NaN,NaN,67,42417.4075115741,48,42417.4075115741,NaN,1,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2014,5385,NaN,NaN,3255265,5986071,1489957,0,7476028,17846978,25323006,21556005,NaN,NaN,3767001,3767001,3066370,332131,368500,0,23608902,4420854,19188048,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5198,109861,er-30317,72040,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,99811,NaN,42269.6538078704,NaN,NaN,69,42417.4087268518,48,42417.4087268518,NaN,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2014,516571,NaN,NaN,681665,9042212,16021760,0,25063972,389996,25453968,-1740154,NaN,NaN,27194122,27194122,23449636,1599506,2144980,0,44391353,6111528,38279825,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5199,111589,er-30419,63749,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,90712,74,42467.405474537,NaN,NaN,74,42467.7045833333,56,42467.7045833333,NaN,1,1,1,1,0,NaN,NaN,NaN,62,NaN,NaN,22,22,2.1,2014,339932,NaN,NaN,0,23481540,30270,0,23511810,14130039,37641849,8678964,NaN,NaN,28962885,28962885,27289005,982274,691606,0,289826478,4511012,285315466,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5200,111596,er-30931,62771,2015,2012,3,0,42431.8225578704,42571.4840972222,42583,0,0,103692,74,42492.4124537037,NaN,NaN,74,42571.4860416667,73,42571.4860416667,NaN,1,1,1,1,0,NaN,NaN,NaN,61,NaN,NaN,3,NaN,2.1,2015,490834,NaN,NaN,1602340,50376065,12878816,1012831,63254881,4701331,67956212,34634538,NaN,NaN,33321674,33321674,25561330,2740607,5019737,0,225175306,19514578,205660728,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5201,110206,er-31151,72385,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,100695,74,42451.3870833333,NaN,NaN,74,42457.6608680556,58,42457.6608680556,NaN,1,1,0,1,0,NaN,NaN,NaN,61,NaN,NaN,29,29,2.1,2014,259579,NaN,NaN,371088,2719913,281117,0,3001030,48132406,51133436,45071255,NaN,NaN,6062181,6062181,4178444,1221955,661782,0,91546767,15670734,75876033,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5202,110212,er-31173,72391,2015,2011,4,0,42498.8952083333,42498.8952083333,42522,0,0,100705,73,42443.6066782407,NaN,NaN,73,42445.5212268519,48,42445.5212268519,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,3,2.1,2015,154284,NaN,NaN,600,4307587,262375,89485,4569962,908278,5478240,114509,NaN,NaN,5363731,5363731,4531567,616162,216002,0,33559773,336138,33223635,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5203,110554,er-31772,63170,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,91729,73,42460.6516087963,NaN,NaN,73,42473.6412037037,48,42473.6412037037,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,3,2.1,2014,94140,NaN,NaN,0,1388066,630701,342103,2018767,-423560,1595207,-1131249,NaN,NaN,2726456,2726456,2551146,67293,108017,0,21516109,564446,20951663,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5204,110564,er-30274,63683,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,89348,73,42466.6406134259,NaN,NaN,73,42467.4288541667,56,42467.4288541667,NaN,1,1,1,1,2,NaN,NaN,NaN,62,NaN,NaN,22,22,2.1,2014,232441,NaN,NaN,0,30862400,7715,0,30870115,19766943,50637058,11317368,NaN,NaN,39319690,39319690,34444340,3486508,1388842,0,625277194,58373714,566903480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5205,111230,er-31957,63247,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,91838,73,42461.5092592593,NaN,NaN,73,42478.5206712963,51,42478.5206712963,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2014,125334,NaN,NaN,0,888420,439276,0,1327696,619405,1947101,-16721,NaN,NaN,1963822,1963822,1902354,18657,42811,24228,3610859,1189191,2421668,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5206,111232,er-30363,63729,2015,2012,3,,42454.644525463,42498.9087037037,42522,0,0,92281,73,42458.5358217593,NaN,NaN,73,42465.5150115741,58,42465.5150115741,NaN,1,1,1,1,1,NaN,NaN,NaN,62,NaN,NaN,29,29,2.1,2015,148229,NaN,NaN,0,47516787,0,0,47516787,572292,48089079,-706743,NaN,NaN,48795822,48795822,47128441,540453,1126928,0,20043175,8050214,11992961,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5207,110933,er-30687,63850,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,87579,51,42461.635625,NaN,NaN,51,42465.430162037,56,42465.430162037,NaN,1,1,0,1,0,NaN,NaN,NaN,62,NaN,NaN,2,2,2.1,2014,42625,NaN,NaN,0,1543815,122312,0,1666127,399074,2065201,-46775,NaN,NaN,2111976,2111976,1673950,305153,132873,0,12994781,3042059,9952722,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5208,110936,er-32415,64554,2014,2011,3,,42454.644525463,42570.4984490741,42583,0,0,103231,74,42489.6006944444,NaN,NaN,74,42570.4985185185,67,42570.4985185185,NaN,1,1,0,0,0,NaN,NaN,NaN,62,NaN,NaN,29,NaN,2.1,2014,NaN,NaN,NaN,672805,1075537,0,0,1075537,436897,1512434,-195796,NaN,NaN,1708230,1708230,1545135,124407,38688,0,8971821,1749880,7221941,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5209,109862,er-30182,72041,2014,2010,4,0,42498.8952083333,42498.8952083333,42522,0,0,99812,NaN,42194.4117824074,NaN,NaN,69,42417.4307638889,48,42417.4307638889,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3,3,2.1,2014,358626,NaN,NaN,280581,12003282,1495128,3203256,13498410,14182748,27681158,-10139689,NaN,NaN,37820847,37820847,28366185,6755247,2699415,0,688227299,197666380,490560919,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5210,109863,er-30208,72042,2015,2011,4,0,42498.8952083333,42498.8952083333,42522,0,0,99820,NaN,42417.5329166667,NaN,NaN,69,42417.5334375,48,42417.5334375,NaN,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2015,457575,NaN,NaN,390000,9154789,13479352,0,22634141,3128043,25762184,653667,NaN,NaN,25108517,25108517,20237796,3982538,888183,0,111673931,10358000,101315931,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5211,109593,er-30818,71772,2015,2013,2,0,42498.8952083333,42498.8952083333,42522,0,0,99476,48,42412.5274074074,NaN,NaN,48,42412.6627893519,58,42412.6627893519,NaN,1,1,1,0,0,NaN,NaN,NaN,60,NaN,NaN,29,29,2.1,2015,94022,NaN,NaN,0,643424,971482,0,1614906,168289,1783195,-32552,NaN,NaN,1815747,1815747,1404369,293624,117754,0,2413153,76058,2337095,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5212,111902,er-31523,63061,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,91531,73,42460.4959606481,NaN,NaN,73,42480.6559722222,58,42480.6559722222,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,29,29,2.1,2014,107100,NaN,NaN,437733,3972530,0,0,3972530,311546,4284076,-371061,NaN,NaN,4655137,4655137,4417622,121119,116396,0,13375346,151658,13223688,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5213,111600,er-30759,62691,2015,2012,3,0,42431.8225578704,42498.9087037037,42522,0,0,90943,58,42489.6977430556,NaN,NaN,58,42492.4213541667,48,42492.4213541667,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,3,2.1,2015,259745,NaN,NaN,99782,4006985,1092807,441183,5099792,3216685,8316477,48319,NaN,NaN,8268158,8268158,6844667,641406,782086,0,61753269,4314061,57439208,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5214,111603,er-31642,64267,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,86579,67,42464.5879861111,NaN,NaN,67,42475.5360532407,58,42475.5360532407,NaN,0,0,0,0,0,NaN,NaN,NaN,62,NaN,NaN,29,29,2.1,2014,83371,NaN,NaN,0,3237516,72949,0,3310465,-221439,3089026,-170335,NaN,NaN,3259361,3259361,2982455,206798,70108,0,5380448,54438,5326010,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5215,110565,er-31257,62919,2015,2012,3,0,42431.8225578704,42514.6094791667,42522,0,0,91307,73,42492.4079513889,NaN,NaN,73,42492.613275463,56,42492.613275463,NaN,1,1,1,1,1,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2015,100000,NaN,NaN,133664,2421348,280677,0,2702025,1905651,4607676,-802278,NaN,NaN,5409954,5409954,4466408,467966,475580,0,53919903,541207,53378696,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5216,110569,er-31937,64385,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,89094,74,42482.4260185185,NaN,NaN,74,42482.4907523148,58,42482.4907523148,NaN,1,1,1,1,0,NaN,NaN,NaN,62,NaN,NaN,29,29,2.1,2014,106300,NaN,NaN,552203,2006454,1500257,0,3506711,7212,3513923,45838,NaN,NaN,3468085,3468085,2792985,552853,122247,0,1554016,252309,1301707,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5217,110216,er-31183,72395,2015,2012,3,0,42498.8952083333,42498.8952083333,42522,0,0,100711,73,42443.6513888889,NaN,NaN,73,42445.5079282407,48,42445.5079282407,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,4,4,2.1,2015,29796,NaN,NaN,72170,1945917,1706229,0,3652146,219688,3871834,140922,NaN,NaN,3730912,3730912,3451148,203585,76179,0,1361363,349098,1012265,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5218,110217,er-31192,72396,2014,2011,3,0,42498.8952083333,42498.8952083333,42522,0,0,100712,56,42439.6824652778,NaN,NaN,56,42440.4970717593,67,42440.4970717593,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,6,6,2.1,2014,NaN,NaN,NaN,0,1143355,161243,20440,1304598,99752,1404350,-80290,NaN,NaN,1484640,1484640,812431,375772,296437,0,2556073,124010,2432063,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5219,110941,er-30809,62718,2015,2012,3,0,42431.8225578704,42500.6803472222,42522,0,0,89455,73,42495.5805671296,NaN,NaN,73,42500.3603703704,51,42500.3603703704,NaN,1,1,0,1,0,NaN,NaN,NaN,61,NaN,NaN,16,16,2.1,2015,0,NaN,NaN,0,1013118,0,0,1013118,56503,1069621,-24163,NaN,NaN,1093784,1093784,870262,5243,218279,0,3363391,312240,3051151,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5220,110943,er-31834,64345,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,91768,73,42488.6564351852,NaN,NaN,73,42489.5171180556,70,42489.5171180556,NaN,1,0,0,0,0,NaN,NaN,NaN,62,NaN,NaN,16,16,2.1,2014,98280,NaN,NaN,190290,535607,423372,0,958979,68873,1027852,-177657,NaN,NaN,1205509,1205509,887352,106517,211640,0,1211773,0,1211773,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5221,111233,er-32437,63418,2014,2011,3,0,42431.8225578704,42498.9087037037,42522,0,0,90075,70,42464.5159027778,NaN,NaN,70,42482.6029861111,58,42482.6029861111,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,3,3,2.1,2014,0,NaN,NaN,0,1917584,0,0,1917584,43636,1961220,-781181,NaN,NaN,2742401,2742401,2095816,465644,180941,0,18736910,1412977,17323933,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5222,111234,er-30181,63641,2014,2011,3,,42454.644525463,42498.9087037037,42522,0,0,88178,51,42461.6311574074,NaN,NaN,51,42465.4078240741,56,42465.4078240741,NaN,0,0,1,1,0,NaN,NaN,NaN,62,NaN,NaN,2,2,2.1,2014,174217,NaN,NaN,1177632,4117463,5871362,0,9988825,361880,10350705,-204255,NaN,NaN,10554960,10554960,9129615,677883,747462,0,31402400,723156,30679244,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5223,109869,er-31305,72048,2013,2010,3,0,42498.8952083333,42498.8952083333,42520,1,0,99836,NaN,42157.4343518519,NaN,NaN,58,42418.4919097222,51,42418.4919097222,NaN,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,16,16,2.1,2013,134830,NaN,NaN,153248,2052721,0,0,2052721,43908,2096629,-51557,NaN,NaN,2148186,2148186,1647169,296215,204802,0,2355285,192718,2162567,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5224,109871,er-31983,72050,2013,2010,3,0,42498.8952083333,42498.8952083333,42520,1,0,99838,NaN,42180.6589236111,NaN,NaN,70,42418.6076736111,56,42418.6076736111,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2.1,2013,70000,NaN,NaN,0,959930,1345232,0,2305162,69390,2374552,423742,NaN,NaN,1950810,1950810,1714254,113826,122730,0,2731260,167703,2563557,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5225,110944,er-31485,63039,2015,2011,4,0,42431.8225578704,42498.9087037037,42522,0,0,89629,73,42492.4912731481,NaN,NaN,73,42492.613599537,48,42492.613599537,NaN,1,1,0,0,0,NaN,NaN,NaN,61,NaN,NaN,4,4,2.1,2015,108040,NaN,NaN,186413,1914087,1836195,0,3750282,256639,4006921,-208545,NaN,NaN,4215466,4215466,3622771,278941,313754,0,1278588,808394,470194,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5226,110946,er-30324,63709,2014,2010,4,,42454.644525463,42501.4655092593,42522,0,0,86669,74,42461.6746064815,NaN,NaN,74,42465.4786458333,56,42465.4786458333,NaN,1,1,0,0,0,NaN,NaN,NaN,62,NaN,NaN,2,2,2.1,2014,135570,NaN,NaN,0,528258,1952561,0,2480819,280207,2761026,-47655,NaN,NaN,2808681,2808681,2334173,336899,137609,0,4073037,217854,3855183,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5227,109874,er-30758,72053,2014,2012,2,0,42498.8952083333,42498.8952083333,42522,0,0,99841,NaN,42331.4659837963,NaN,NaN,67,42419.421400463,56,42419.421400463,NaN,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2.1,2014,0,NaN,NaN,0,764357,117840,0,882197,186028,1068225,-186922,NaN,NaN,1255147,1255147,1103411,141551,10185,0,2218229,14519,2203710,NaN,NaN,NaN,NaN,NaN,NaN,NaN
